sample_id	ENG_z	SYN_cof_z	SYN_carb_z	BA_z	TRP_z	PROT_z	MUC_z	HIS_z	TMA_z	UREM_z	IRON_z	LPS_z	ETU_z	HYS_z	ENG_tier	SYN_cof_class	SYN_carb_class	BA_class	TRP_class	PROT_class	MUC_class	HIS_class	TMA_class	UREM_class	IRON_class	LPS_class	ETU_class	HYS_class	cell_3D
sample_011	-0.792365920127137	-0.6021572728654289	1.2162684921763178	-0.7945340795027314	-0.8725284737954022	-1.5616240206203125	-0.4284364214719344	-1.0718400519555247	0.5555243751796288	-0.014868910892578488	-0.000291520470849572	1.0370908242381816	0.46502730891305705	0.7472188528349654	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_RESILIENT	BA_LOW	TRP_LOW	PROT_LOW	MUC_LOW	HIS_LOW	TMA_HIGH	UREM_MID	IRON_MID	LPS_HIGH	ETU_MID	HYS_HIGH	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_RESILIENT
sample_012	-0.8719961737234077	-0.77768390416533	-0.3787508810892387	-0.7837262020279785	-0.0034536535908966767	0.6888935185262075	1.553643699570819	-1.6644981554022547	-0.1549988713843126	0.4842922889241569	1.3643055090921632	0.9633377485978548	-0.2251171202264367	-0.5889516503375201	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_PARTIAL	BA_LOW	TRP_MID	PROT_HIGH	MUC_HIGH	HIS_LOW	TMA_MID	UREM_HIGH	IRON_HIGH	LPS_HIGH	ETU_LOW	HYS_LOW	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_PARTIAL
sample_013	-0.10702035098708751	0.2307596055835369	-0.9364678714384338	-0.06930745851498539	0.12493868359296653	-0.4271390257723427	-1.6362503591210624	0.9095634290038526	0.12722331596424524	1.5428572605063495	-0.11140410044368171	0.5062842342884302	0.6076248144236842	0.7472188528349654	T3_ALTERED	SYN_PARTIAL	SYN_carb_FRAGILE	BA_MID	TRP_MID	PROT_LOW	MUC_LOW	HIS_HIGH	TMA_MID	UREM_HIGH	IRON_MID	LPS_HIGH	ETU_HIGH	HYS_HIGH	T3_ALTERED × SYN_PARTIAL × SYN_carb_FRAGILE
sample_014	-0.8734563597984907	-1.5795651468574676	0.6220113200223488	-0.6231587654272094	0.19569978646449365	-2.0082411514399396	1.3045789624896276	3.1056373570472084	0.3335495383609145	0.4435145690635894	-4.418748579840085	1.1385159306329529	-0.43911258276389176	-1.4941175372360596	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_RESILIENT	BA_LOW	TRP_MID	PROT_LOW	MUC_HIGH	HIS_HIGH	TMA_MID	UREM_MID	IRON_LOW	LPS_HIGH	ETU_LOW	HYS_LOW	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_RESILIENT
sample_015	-0.7568221953789184	0.04094039164152858	1.313433797874838	-1.2746264656648785	-0.8700770742800039	0.5180591643602452	0.4201669597564876	0.45207669002324846	-0.34835519738718584	-1.231913768679428	-0.4110899100043078	0.6606841995887949	-1.4216708875437423	-0.9291415584591551	T4_DYSBIOTIC	SYN_PARTIAL	SYN_carb_RESILIENT	BA_LOW	TRP_LOW	PROT_HIGH	MUC_MID	HIS_HIGH	TMA_MID	UREM_LOW	IRON_LOW	LPS_HIGH	ETU_LOW	HYS_LOW	T4_DYSBIOTIC × SYN_PARTIAL × SYN_carb_RESILIENT
sample_016	0.5490877223803979	0.5204265867655946	-1.313361639054232	1.0821156815602055	1.1352084637339523	1.1074686368943956	-0.8696136218088479	-0.7284979985001784	0.18189440897562606	0.01879570704925735	-0.6981704889835441	-0.4062912412385876	0.98593277135769	-5.602804594769786	T2_PRESERVED	SYN_RESILIENT	SYN_carb_FRAGILE	BA_HIGH	TRP_HIGH	PROT_HIGH	MUC_LOW	HIS_LOW	TMA_MID	UREM_MID	IRON_LOW	LPS_LOW	ETU_HIGH	HYS_LOW	T2_PRESERVED × SYN_RESILIENT × SYN_carb_FRAGILE
sample_017	-0.2491064184157335	-0.06747390055413338	-1.273071919848898	0.21606707372952838	-0.2866369820513746	-1.0497090390209383	1.3108550418242	-0.9149245259189428	0.552849185030952	-1.155036588708918	-0.17482481962138335	0.0871168078275299	1.4044679811241272	0.7148125912342395	T3_ALTERED	SYN_PARTIAL	SYN_carb_FRAGILE	BA_MID	TRP_MID	PROT_LOW	MUC_HIGH	HIS_LOW	TMA_HIGH	UREM_LOW	IRON_MID	LPS_MID	ETU_HIGH	HYS_HIGH	T3_ALTERED × SYN_PARTIAL × SYN_carb_FRAGILE
sample_018	1.0496693323188404	0.6801636254345215	1.2219462267564094	1.0202173637253462	0.22839595428963624	1.6881469463447598	-0.5504523180796869	0.3119761425543982	0.20438236026217943	-0.22200928925881253	1.1805696683938496	-0.30592060139821464	0.6076248144236842	1.0164078863430295	T1_EUBIOTIC	SYN_RESILIENT	SYN_carb_RESILIENT	BA_HIGH	TRP_MID	PROT_HIGH	MUC_LOW	HIS_MID	TMA_MID	UREM_LOW	IRON_HIGH	LPS_LOW	ETU_HIGH	HYS_HIGH	T1_EUBIOTIC × SYN_RESILIENT × SYN_carb_RESILIENT
sample_019	-0.5126021716117961	-0.6923474778673772	0.5938826109906863	-1.0698101775661206	1.062533647147402	-0.4904665168467063	0.7647812650292632	-0.315686422809679	-1.5355778590421492	-0.6103249851801369	0.2959916000561636	0.44334277966233104	0.6076248144236842	-2.0029398586929	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_RESILIENT	BA_LOW	TRP_HIGH	PROT_LOW	MUC_HIGH	HIS_MID	TMA_LOW	UREM_LOW	IRON_MID	LPS_MID	ETU_HIGH	HYS_LOW	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_RESILIENT
sample_020	-0.42027817528591227	-0.23148186575158416	-0.17422860033755289	0.5596142412699255	-0.8022794415331068	-1.0497090390209383	-2.0590026332506217	0.4900304230096124	-0.5036740056151021	-0.9247883232756452	0.9610499302706991	0.3417069286534547	0.3899960967393983	0.8985604412751984	T3_ALTERED	SYN_FRAGILE	SYN_carb_PARTIAL	BA_HIGH	TRP_LOW	PROT_LOW	MUC_LOW	HIS_HIGH	TMA_LOW	UREM_LOW	IRON_HIGH	LPS_MID	ETU_MID	HYS_HIGH	T3_ALTERED × SYN_FRAGILE × SYN_carb_PARTIAL
sample_021	-0.21085003000368271	0.4372562871185313	-1.5398473697115362	0.185763745107563	0.12506085223470303	-0.4211713355530384	-0.4544163627520432	0.528697269514574	-1.4665827210148734	0.43521934104597154	1.2925308693810584	0.5020085470420715	0.14768008587506537	1.0976401481215154	T3_ALTERED	SYN_PARTIAL	SYN_carb_FRAGILE	BA_MID	TRP_MID	PROT_LOW	MUC_LOW	HIS_HIGH	TMA_LOW	UREM_MID	IRON_HIGH	LPS_MID	ETU_MID	HYS_HIGH	T3_ALTERED × SYN_PARTIAL × SYN_carb_FRAGILE
sample_022	0.26525161528646474	0.8442974411033727	1.0510219907089366	0.711319158283667	-2.482235133117397	1.9049678809886694	0.1980303862120282	0.3890162234859615	-0.10252622866329995	0.8748531996492781	-0.14449574949086325	0.16060114540425738	-0.2251171202264367	1.3315840407047768	T2_PRESERVED	SYN_RESILIENT	SYN_carb_RESILIENT	BA_HIGH	TRP_LOW	PROT_HIGH	MUC_MID	HIS_MID	TMA_MID	UREM_HIGH	IRON_MID	LPS_MID	ETU_LOW	HYS_HIGH	T2_PRESERVED × SYN_RESILIENT × SYN_carb_RESILIENT
sample_023	-0.8632991202486135	-0.5385561106883944	0.6031129989188293	-0.7745484865007342	-0.36067722276671993	0.16551070577123655	0.5068714948511954	0.5609719267780799	-0.8787390539697711	-0.6760327860161479	-0.20569071523757865	0.24721712104112334	1.0429540209397177	1.3551958527708279	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_RESILIENT	BA_LOW	TRP_LOW	PROT_MID	MUC_HIGH	HIS_HIGH	TMA_LOW	UREM_LOW	IRON_MID	LPS_MID	ETU_HIGH	HYS_HIGH	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_RESILIENT
sample_024	0.3098113694622565	0.1335638891075952	1.0885830092667674	0.09805398891004825	0.4049434130179375	0.31841773403018253	-2.338942061970468	0.3867394137446988	-2.671450615897892	0.5022740521849282	0.6851266355212065	0.7247702921510033	1.2569494834771726	0.1959531552929918	T2_PRESERVED	SYN_PARTIAL	SYN_carb_RESILIENT	BA_MID	TRP_MID	PROT_MID	MUC_LOW	HIS_MID	TMA_LOW	UREM_HIGH	IRON_HIGH	LPS_HIGH	ETU_HIGH	HYS_MID	T2_PRESERVED × SYN_PARTIAL × SYN_carb_RESILIENT
sample_025	-0.11192363897779198	0.00941358046946301	0.8680423217792286	0.46300860877881606	0.4359511120994846	-0.918333523094181	-1.7239423717062214	0.8051821627036173	-0.2198387480511079	0.6368030395457598	-1.4144545405917939	-1.232478556992328	-0.030603980536071645	-1.1539276291144258	T3_ALTERED	SYN_PARTIAL	SYN_carb_RESILIENT	BA_HIGH	TRP_MID	PROT_LOW	MUC_LOW	HIS_HIGH	TMA_MID	UREM_HIGH	IRON_LOW	LPS_LOW	ETU_MID	HYS_LOW	T3_ALTERED × SYN_PARTIAL × SYN_carb_RESILIENT
sample_026	0.3605693522040879	0.39527244523854	1.3690213487498757	0.14241175030413064	0.578301580061398	0.07603561377758755	-1.012551548685695	-0.889358290748437	1.5303134343089841	1.4323063558442015	0.8868311730236358	0.02730640251168005	0.46502730891305705	0.6419841993685317	T2_PRESERVED	SYN_PARTIAL	SYN_carb_RESILIENT	BA_MID	TRP_HIGH	PROT_MID	MUC_LOW	HIS_LOW	TMA_HIGH	UREM_HIGH	IRON_HIGH	LPS_MID	ETU_MID	HYS_HIGH	T2_PRESERVED × SYN_PARTIAL × SYN_carb_RESILIENT
sample_027	-0.5982949624222912	-1.022270318273787	-0.29348349746941965	-0.20952785773048294	-0.04339335850001255	-0.816867315068158	0.9305534491654294	1.2112750403648054	-0.25541536680310456	0.8547592589753297	0.9396523909389349	0.917336706478597	0.8051346892078611	-1.6333080016466999	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_PARTIAL	BA_LOW	TRP_MID	PROT_LOW	MUC_HIGH	HIS_HIGH	TMA_MID	UREM_HIGH	IRON_HIGH	LPS_HIGH	ETU_HIGH	HYS_LOW	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_PARTIAL
sample_028	-0.43847563106121756	-0.004654498588822289	0.08863606064191096	-0.8712621592065849	0.8384906994589559	-1.3556587660345207	0.467878616145234	-0.22693129417324856	1.0013701263840102	0.6583545045605141	0.2829678085558189	-0.2546595811436923	-1.4216708875437423	-0.14342386814480676	T3_ALTERED	SYN_PARTIAL	SYN_carb_PARTIAL	BA_LOW	TRP_HIGH	PROT_LOW	MUC_HIGH	HIS_MID	TMA_HIGH	UREM_HIGH	IRON_MID	LPS_LOW	ETU_LOW	HYS_MID	T3_ALTERED × SYN_PARTIAL × SYN_carb_PARTIAL
sample_029	-0.4553543700332436	-0.5327974125924498	-0.8466488149360323	-0.24195329267619045	0.38302518296961713	0.23141104985237998	0.6781168014456378	1.1474872572918122	-2.418934223219893	-0.8828284773161903	0.756315196390819	0.24721712104112334	0.060395716159867316	-1.130009408024354	T3_ALTERED	SYN_FRAGILE	SYN_carb_FRAGILE	BA_LOW	TRP_MID	PROT_MID	MUC_HIGH	HIS_HIGH	TMA_LOW	UREM_LOW	IRON_HIGH	LPS_MID	ETU_MID	HYS_LOW	T3_ALTERED × SYN_FRAGILE × SYN_carb_FRAGILE
sample_030	-0.5673732733106321	-0.25924904771489155	-0.5530207587281956	-0.33178526441635914	-0.25545162508156866	-0.9659371024344199	0.5627371293921544	0.2582074271393384	-1.0316528419484532	-0.03199944606199179	-0.23711278294474145	0.5580782849902617	1.6297466895786747	0.3279055346403194	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_FRAGILE	BA_LOW	TRP_MID	PROT_LOW	MUC_HIGH	HIS_MID	TMA_LOW	UREM_MID	IRON_MID	LPS_HIGH	ETU_HIGH	HYS_MID	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_FRAGILE
sample_031	-2.2964055643474413	-2.7513952081575432	1.6223263682975895	-4.015073805224677	0.19468129387031602	-2.9298430833124858	0.2773252908094702	-1.0977492074731126	-0.26761776198804976	-1.5223872748274456	0.5603571627245219	1.2108674045486112	-0.9445520093172559	-0.5017174858452493	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_RESILIENT	BA_LOW	TRP_MID	PROT_LOW	MUC_MID	HIS_LOW	TMA_MID	UREM_LOW	IRON_HIGH	LPS_HIGH	ETU_LOW	HYS_LOW	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_RESILIENT
sample_032	0.37151342357134476	0.3584992217372937	0.3102187991798995	0.44559123121321353	0.5942114167661409	-0.7235274518369716	-0.467985312836978	0.5277751013077846	0.3746758007830897	-0.8420507574556241	-1.1104035783728698	0.2983990528259803	0.98593277135769	0.8047113850203352	T2_PRESERVED	SYN_PARTIAL	SYN_carb_PARTIAL	BA_MID	TRP_HIGH	PROT_LOW	MUC_LOW	HIS_HIGH	TMA_HIGH	UREM_LOW	IRON_LOW	LPS_MID	ETU_HIGH	HYS_HIGH	T2_PRESERVED × SYN_PARTIAL × SYN_carb_PARTIAL
sample_033	0.24024723694193983	0.9637024881316028	-0.9584474363079044	0.7551287728919995	0.7514459246784837	-1.995355652831003	-1.083713691287067	0.5044967723943058	0.15242920450692612	-1.064348481937472	-0.23359335172709628	-0.4004104090105468	-0.2251171202264367	0.27588945004984067	T2_PRESERVED	SYN_RESILIENT	SYN_carb_FRAGILE	BA_HIGH	TRP_HIGH	PROT_LOW	MUC_LOW	HIS_HIGH	TMA_MID	UREM_LOW	IRON_MID	LPS_LOW	ETU_LOW	HYS_MID	T2_PRESERVED × SYN_RESILIENT × SYN_carb_FRAGILE
sample_034	0.4806033290464715	0.8937086893824117	-0.468453809219558	0.9119607229815354	-0.6793619827865114	0.554478814735154	-0.05454462107010081	-0.8653866268347278	-1.566436246280393	-0.3665367423300416	0.8626231937984193	-1.1016751368233144	-0.2251171202264367	0.45227955907075906	T2_PRESERVED	SYN_RESILIENT	SYN_carb_FRAGILE	BA_HIGH	TRP_LOW	PROT_HIGH	MUC_MID	HIS_LOW	TMA_LOW	UREM_LOW	IRON_HIGH	LPS_LOW	ETU_LOW	HYS_HIGH	T2_PRESERVED × SYN_RESILIENT × SYN_carb_FRAGILE
sample_035	-0.4941031022408247	-0.10892541306778766	0.7900431252368872	-0.7315371381159033	-1.5383593290625421	0.5850154673262352	-1.444895226992011	-0.6381205187206376	0.24893378343702932	-0.014868910892578488	-0.35742790446535355	1.0323582343575732	-0.12564941191007556	-0.5220701580924502	T4_DYSBIOTIC	SYN_PARTIAL	SYN_carb_RESILIENT	BA_LOW	TRP_LOW	PROT_HIGH	MUC_LOW	HIS_LOW	TMA_MID	UREM_MID	IRON_LOW	LPS_HIGH	ETU_MID	HYS_LOW	T4_DYSBIOTIC × SYN_PARTIAL × SYN_carb_RESILIENT
sample_036	-1.377317468883166	-1.5242910687232338	-0.40515724910137396	-1.2162335640916775	0.8591094631577074	0.22140132522594932	0.4263264606731282	-0.3242360755364348	0.7265965157482368	1.0304307169426778	-0.08537559371696817	1.0689683665734924	-1.6077160156136852	0.6258026451472772	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_FRAGILE	BA_LOW	TRP_HIGH	PROT_MID	MUC_MID	HIS_LOW	TMA_HIGH	UREM_HIGH	IRON_MID	LPS_HIGH	ETU_LOW	HYS_HIGH	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_FRAGILE
sample_037	0.15590093821201403	0.22249826673297296	0.5464293422843763	0.16997179699564033	1.1872845088167838	0.3545593945637616	0.6286411725505449	-1.2862609971609622	1.1588751221417544	1.294343600317788	-1.3333293284702572	0.11558979295821503	0.14768008587506537	-0.6946895656867819	T2_PRESERVED	SYN_PARTIAL	SYN_carb_PARTIAL	BA_MID	TRP_HIGH	PROT_MID	MUC_HIGH	HIS_LOW	TMA_HIGH	UREM_HIGH	IRON_LOW	LPS_MID	ETU_MID	HYS_LOW	T2_PRESERVED × SYN_PARTIAL × SYN_carb_PARTIAL
sample_038	0.5897249025930666	0.9096996020676569	-0.036592241758885674	0.9540290871843409	0.3494857035388666	0.7968072842431569	-2.878629397055858	-0.37190097545537926	1.318426853623579	1.0818912404759577	0.6260064797473113	-1.0279220611829878	-0.32943879235142093	1.7745931920453475	T1_EUBIOTIC	SYN_RESILIENT	SYN_carb_PARTIAL	BA_HIGH	TRP_MID	PROT_HIGH	MUC_LOW	HIS_LOW	TMA_HIGH	UREM_HIGH	IRON_HIGH	LPS_LOW	ETU_LOW	HYS_HIGH	T1_EUBIOTIC × SYN_RESILIENT × SYN_carb_PARTIAL
sample_039	0.984961684678309	0.8210203028250624	0.2627462006713811	0.5256204513319591	-1.3202965066081498	-0.09319708735667456	-0.5835660167106981	0.026177382050035756	0.1539568200268215	0.7747657950721734	0.3721555639482441	-2.846813478896931	0.98593277135769	-0.27537624749213585	T1_EUBIOTIC	SYN_RESILIENT	SYN_carb_PARTIAL	BA_HIGH	TRP_LOW	PROT_MID	MUC_LOW	HIS_MID	TMA_MID	UREM_HIGH	IRON_MID	LPS_LOW	ETU_HIGH	HYS_MID	T1_EUBIOTIC × SYN_RESILIENT × SYN_carb_PARTIAL
sample_040	-0.5774574673441825	-1.0458259916751238	0.3190046370875318	-0.28673508718574325	0.9918494407302345	-1.658281455815765	0.9683712152410832	0.49217312942606306	0.008373663834557782	-0.026266712518894373	0.5625857605696113	0.16995939067933097	1.1526278113521884	0.6135607273193348	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_PARTIAL	BA_LOW	TRP_HIGH	PROT_LOW	MUC_HIGH	HIS_HIGH	TMA_MID	UREM_MID	IRON_HIGH	LPS_MID	ETU_HIGH	HYS_HIGH	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_PARTIAL
sample_041	-0.7728839103856049	-0.38607886957778176	0.618175887429207	-0.071616889148091	0.6762610788227065	0.17783315459712035	0.7489810447100179	-0.781579346803433	0.23691342632799217	0.07855145860015618	-0.5487293864290725	1.2305786090204185	-0.6769319144957484	1.3577985047028425	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_RESILIENT	BA_MID	TRP_HIGH	PROT_MID	MUC_HIGH	HIS_LOW	TMA_MID	UREM_MID	IRON_LOW	LPS_HIGH	ETU_LOW	HYS_HIGH	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_RESILIENT
sample_042	-1.120342115160181	-0.7727181948816844	-1.0408894064320644	-0.6392667262012738	-1.4489037677601408	-0.8197862796934168	1.6921124929264513	1.6967194211864933	-1.7219420373411842	-2.2618141733281374	1.473333357703216	0.7104477679990051	-0.6769319144957484	0.1639318940574879	T4_DYSBIOTIC	SYN_FRAGILE	SYN_carb_FRAGILE	BA_LOW	TRP_LOW	PROT_LOW	MUC_HIGH	HIS_HIGH	TMA_LOW	UREM_LOW	IRON_HIGH	LPS_HIGH	ETU_LOW	HYS_MID	T4_DYSBIOTIC × SYN_FRAGILE × SYN_carb_FRAGILE
sample_043	0.5018707110302236	-0.27955812881308195	0.9184339754103169	0.2227970690011073	1.3380664834851075	1.4307312594531034	0.007742312538901656	0.13784628718805378	-0.6273674956853444	-4.323123364824371	-0.12456550311604192	-1.4400415456360813	0.6076248144236842	0.2632573979072408	T2_PRESERVED	SYN_FRAGILE	SYN_carb_RESILIENT	BA_MID	TRP_HIGH	PROT_HIGH	MUC_MID	HIS_MID	TMA_LOW	UREM_LOW	IRON_MID	LPS_LOW	ETU_HIGH	HYS_MID	T2_PRESERVED × SYN_FRAGILE × SYN_carb_RESILIENT
sample_044	-0.6072196557288643	0.15075895869420103	-0.9443721631003485	-0.12518647488692286	-1.1167868366289755	-0.46690761944398373	-0.4390423523374835	-0.29911574671043134	0.10456721905408876	0.9481796284680644	0.10416350550307468	0.4329880612823533	-1.4216708875437423	0.7128862311690877	T4_DYSBIOTIC	SYN_PARTIAL	SYN_carb_FRAGILE	BA_MID	TRP_LOW	PROT_LOW	MUC_LOW	HIS_MID	TMA_MID	UREM_HIGH	IRON_MID	LPS_MID	ETU_LOW	HYS_HIGH	T4_DYSBIOTIC × SYN_PARTIAL × SYN_carb_FRAGILE
sample_045	0.10260570740371172	0.17901105582969898	-1.173282157068456	0.24060698121770616	-1.310422952130964	1.0413677975940834	1.663913423299285	1.4068347903459792	0.0215935988646581	0.8056863110971444	1.2748562831877464	0.2983990528259803	-1.4216708875437423	1.8695835196372983	T2_PRESERVED	SYN_PARTIAL	SYN_carb_FRAGILE	BA_MID	TRP_LOW	PROT_HIGH	MUC_HIGH	HIS_HIGH	TMA_MID	UREM_HIGH	IRON_HIGH	LPS_MID	ETU_LOW	HYS_HIGH	T2_PRESERVED × SYN_PARTIAL × SYN_carb_FRAGILE
sample_046	0.10018229494515457	0.26493036362172645	0.60169898295449	-0.06655761313539746	-0.7831418798079924	0.5238598759740696	-0.3854229754668251	1.7592504306251464	1.3586509212575621	0.0838634400757512	-1.6512758030656858	0.6819747828683199	-1.6077160156136852	-0.9502820975388797	T2_PRESERVED	SYN_PARTIAL	SYN_carb_RESILIENT	BA_MID	TRP_LOW	PROT_HIGH	MUC_LOW	HIS_HIGH	TMA_HIGH	UREM_MID	IRON_LOW	LPS_HIGH	ETU_LOW	HYS_LOW	T2_PRESERVED × SYN_PARTIAL × SYN_carb_RESILIENT
